Category,Value,Timestamp
Category 0,96,2061-11-02
Category 1,51,2061-11-03
Category 2,94,2061-11-04
Category 3,80,2061-11-05
Category 4,30,2061-11-06
Category 0,63,2061-11-07
Category 1,47,2061-11-08
Category 2,79,2061-11-09
Category 3,16,2061-11-10
Category 4,93,2061-11-11
Category 0,57,2061-11-12
Category 1,65,2061-11-13
Category 2,73,2061-11-14
Category 3,65,2061-11-15
Category 4,56,2061-11-16
Category 0,21,2061-11-17
Category 1,16,2061-11-18
Category 2,21,2061-11-19
Category 3,100,2061-11-20
Category 4,57,2061-11-21
Category 0,46,2061-11-22
Category 1,19,2061-11-23
Category 2,33,2061-11-24
Category 3,65,2061-11-25
Category 4,28,2061-11-26
Category 0,63,2061-11-27
Category 1,11,2061-11-28
Category 2,100,2061-11-29
Category 3,74,2061-11-30
Category 4,55,2061-12-01
Category 0,92,2061-12-02
Category 1,94,2061-12-03
Category 2,36,2061-12-04
Category 3,85,2061-12-05
Category 4,25,2061-12-06
Category 0,81,2061-12-07
Category 1,57,2061-12-08
Category 2,32,2061-12-09
Category 3,92,2061-12-10
Category 4,34,2061-12-11
Category 0,43,2061-12-12
Category 1,70,2061-12-13
Category 2,50,2061-12-14
Category 3,86,2061-12-15
Category 4,43,2061-12-16
Category 0,41,2061-12-17
Category 1,11,2061-12-18
Category 2,44,2061-12-19
Category 3,96,2061-12-20
Category 4,39,2061-12-21
Category 0,64,2061-12-22
Category 1,57,2061-12-23
Category 2,75,2061-12-24
Category 3,27,2061-12-25
Category 4,50,2061-12-26
Category 0,100,2061-12-27
Category 1,44,2061-12-28
Category 2,70,2061-12-29
Category 3,56,2061-12-30
Category 4,80,2061-12-31
Category 0,33,2062-01-01
Category 1,22,2062-01-02
Category 2,60,2062-01-03
Category 3,28,2062-01-04
Category 4,87,2062-01-05
Category 0,100,2062-01-06
Category 1,61,2062-01-07
Category 2,99,2062-01-08
Category 3,17,2062-01-09
Category 4,54,2062-01-10
Category 0,83,2062-01-11
Category 1,96,2062-01-12
Category 2,39,2062-01-13
Category 3,84,2062-01-14
Category 4,88,2062-01-15
Category 0,79,2062-01-16
Category 1,93,2062-01-17
Category 2,81,2062-01-18
Category 3,81,2062-01-19
Category 4,34,2062-01-20
Category 0,47,2062-01-21
Category 1,16,2062-01-22
Category 2,16,2062-01-23
Category 3,67,2062-01-24
Category 4,51,2062-01-25
Category 0,60,2062-01-26
Category 1,20,2062-01-27
Category 2,92,2062-01-28
Category 3,78,2062-01-29
Category 4,98,2062-01-30
Category 0,23,2062-01-31
Category 1,97,2062-02-01
Category 2,52,2062-02-02
Category 3,71,2062-02-03
Category 4,55,2062-02-04
Category 0,84,2062-02-05
Category 1,21,2062-02-06
Category 2,78,2062-02-07
Category 3,47,2062-02-08
Category 4,67,2062-02-09
Category 0,86,2062-02-10
Category 1,66,2062-02-11
Category 2,21,2062-02-12
Category 3,30,2062-02-13
Category 4,41,2062-02-14
Category 0,53,2062-02-15
Category 1,64,2062-02-16
Category 2,98,2062-02-17
Category 3,36,2062-02-18
Category 4,79,2062-02-19
Category 0,51,2062-02-20
Category 1,11,2062-02-21
Category 2,29,2062-02-22
Category 3,96,2062-02-23
Category 4,82,2062-02-24
Category 0,85,2062-02-25
Category 1,72,2062-02-26
Category 2,39,2062-02-27
Category 3,94,2062-02-28
Category 4,82,2062-03-01
Category 0,43,2062-03-02
Category 1,54,2062-03-03
Category 2,84,2062-03-04
Category 3,32,2062-03-05
Category 4,76,2062-03-06
Category 0,25,2062-03-07
Category 1,12,2062-03-08
Category 2,96,2062-03-09
Category 3,62,2062-03-10
Category 4,84,2062-03-11
Category 0,16,2062-03-12
Category 1,88,2062-03-13
Category 2,92,2062-03-14
Category 3,75,2062-03-15
Category 4,28,2062-03-16
Category 0,95,2062-03-17
Category 1,67,2062-03-18
Category 2,30,2062-03-19
Category 3,16,2062-03-20
Category 4,84,2062-03-21
Category 0,50,2062-03-22
Category 1,28,2062-03-23
Category 2,53,2062-03-24
Category 3,44,2062-03-25
Category 4,78,2062-03-26
Category 0,90,2062-03-27
Category 1,27,2062-03-28
Category 2,17,2062-03-29
Category 3,17,2062-03-30
Category 4,95,2062-03-31
Category 0,45,2062-04-01
Category 1,23,2062-04-02
Category 2,75,2062-04-03
Category 3,72,2062-04-04
Category 4,88,2062-04-05
Category 0,83,2062-04-06
Category 1,87,2062-04-07
Category 2,54,2062-04-08
Category 3,40,2062-04-09
Category 4,38,2062-04-10
Category 0,12,2062-04-11
Category 1,83,2062-04-12
Category 2,70,2062-04-13
Category 3,66,2062-04-14
Category 4,97,2062-04-15
Category 0,73,2062-04-16
Category 1,33,2062-04-17
Category 2,11,2062-04-18
Category 3,59,2062-04-19
Category 4,51,2062-04-20
Category 0,83,2062-04-21
Category 1,16,2062-04-22
Category 2,62,2062-04-23
Category 3,90,2062-04-24
Category 4,54,2062-04-25
Category 0,67,2062-04-26
Category 1,94,2062-04-27
Category 2,20,2062-04-28
Category 3,87,2062-04-29
Category 4,83,2062-04-30
Category 0,89,2062-05-01
Category 1,68,2062-05-02
Category 2,17,2062-05-03
Category 3,80,2062-05-04
Category 4,64,2062-05-05
Category 0,33,2062-05-06
Category 1,20,2062-05-07
Category 2,74,2062-05-08
Category 3,70,2062-05-09
Category 4,94,2062-05-10
Category 0,38,2062-05-11
Category 1,72,2062-05-12
Category 2,29,2062-05-13
Category 3,23,2062-05-14
Category 4,89,2062-05-15
Category 0,96,2062-05-16
Category 1,37,2062-05-17
Category 2,11,2062-05-18
Category 3,77,2062-05-19
Category 4,60,2062-05-20
Category 0,12,2062-05-21
Category 1,31,2062-05-22
Category 2,73,2062-05-23
Category 3,38,2062-05-24
Category 4,75,2062-05-25
Category 0,83,2062-05-26
Category 1,15,2062-05-27
Category 2,92,2062-05-28
Category 3,77,2062-05-29
Category 4,46,2062-05-30
Category 0,20,2062-05-31
Category 1,44,2062-06-01
Category 2,35,2062-06-02
Category 3,23,2062-06-03
Category 4,94,2062-06-04
Category 0,91,2062-06-05
Category 1,40,2062-06-06
Category 2,10,2062-06-07
Category 3,55,2062-06-08
Category 4,100,2062-06-09
Category 0,28,2062-06-10
Category 1,35,2062-06-11
Category 2,63,2062-06-12
Category 3,18,2062-06-13
Category 4,21,2062-06-14
Category 0,11,2062-06-15
Category 1,16,2062-06-16
Category 2,53,2062-06-17
Category 3,94,2062-06-18
Category 4,75,2062-06-19
Category 0,98,2062-06-20
Category 1,27,2062-06-21
Category 2,59,2062-06-22
Category 3,24,2062-06-23
Category 4,26,2062-06-24
Category 0,79,2062-06-25
Category 1,79,2062-06-26
Category 2,99,2062-06-27
Category 3,22,2062-06-28
Category 4,60,2062-06-29
Category 0,96,2062-06-30
Category 1,16,2062-07-01
Category 2,37,2062-07-02
Category 3,35,2062-07-03
Category 4,87,2062-07-04
Category 0,56,2062-07-05
Category 1,97,2062-07-06
Category 2,62,2062-07-07
Category 3,73,2062-07-08
Category 4,28,2062-07-09
Category 0,72,2062-07-10
Category 1,89,2062-07-11
Category 2,23,2062-07-12
Category 3,35,2062-07-13
Category 4,24,2062-07-14
Category 0,41,2062-07-15
Category 1,100,2062-07-16
Category 2,26,2062-07-17
Category 3,67,2062-07-18
Category 4,77,2062-07-19
Category 0,27,2062-07-20
Category 1,85,2062-07-21
Category 2,21,2062-07-22
Category 3,27,2062-07-23
Category 4,58,2062-07-24
Category 0,46,2062-07-25
Category 1,66,2062-07-26
Category 2,54,2062-07-27
Category 3,94,2062-07-28
Category 4,53,2062-07-29
Category 0,16,2062-07-30
Category 1,60,2062-07-31
Category 2,13,2062-08-01
Category 3,10,2062-08-02
Category 4,80,2062-08-03
Category 0,41,2062-08-04
Category 1,73,2062-08-05
Category 2,58,2062-08-06
Category 3,99,2062-08-07
Category 4,72,2062-08-08
Category 0,59,2062-08-09
Category 1,20,2062-08-10
Category 2,24,2062-08-11
Category 3,10,2062-08-12
Category 4,87,2062-08-13
Category 0,76,2062-08-14
Category 1,33,2062-08-15
Category 2,73,2062-08-16
Category 3,46,2062-08-17
Category 4,67,2062-08-18
Category 0,67,2062-08-19
Category 1,63,2062-08-20
Category 2,24,2062-08-21
Category 3,72,2062-08-22
Category 4,37,2062-08-23
Category 0,10,2062-08-24
Category 1,68,2062-08-25
Category 2,35,2062-08-26
Category 3,57,2062-08-27
Category 4,89,2062-08-28
Category 0,61,2062-08-29
Category 1,34,2062-08-30
Category 2,38,2062-08-31
Category 3,30,2062-09-01
Category 4,35,2062-09-02
Category 0,74,2062-09-03
Category 1,19,2062-09-04
Category 2,85,2062-09-05
Category 3,32,2062-09-06
Category 4,42,2062-09-07
Category 0,36,2062-09-08
Category 1,87,2062-09-09
Category 2,78,2062-09-10
Category 3,89,2062-09-11
Category 4,51,2062-09-12
Category 0,100,2062-09-13
Category 1,33,2062-09-14
Category 2,59,2062-09-15
Category 3,83,2062-09-16
Category 4,16,2062-09-17
Category 0,62,2062-09-18
Category 1,20,2062-09-19
Category 2,76,2062-09-20
Category 3,18,2062-09-21
Category 4,53,2062-09-22
Category 0,25,2062-09-23
Category 1,80,2062-09-24
Category 2,57,2062-09-25
Category 3,53,2062-09-26
Category 4,82,2062-09-27
Category 0,21,2062-09-28
Category 1,70,2062-09-29
Category 2,85,2062-09-30
Category 3,36,2062-10-01
Category 4,40,2062-10-02
Category 0,50,2062-10-03
Category 1,15,2062-10-04
Category 2,64,2062-10-05
Category 3,34,2062-10-06
Category 4,78,2062-10-07
Category 0,22,2062-10-08
Category 1,36,2062-10-09
Category 2,41,2062-10-10
Category 3,35,2062-10-11
Category 4,61,2062-10-12
Category 0,10,2062-10-13
Category 1,92,2062-10-14
Category 2,15,2062-10-15
Category 3,48,2062-10-16
Category 4,42,2062-10-17
Category 0,58,2062-10-18
Category 1,40,2062-10-19
Category 2,66,2062-10-20
Category 3,71,2062-10-21
Category 4,95,2062-10-22
Category 0,21,2062-10-23
Category 1,27,2062-10-24
Category 2,58,2062-10-25
Category 3,20,2062-10-26
Category 4,87,2062-10-27
Category 0,52,2062-10-28
Category 1,85,2062-10-29
Category 2,36,2062-10-30
Category 3,41,2062-10-31
Category 4,73,2062-11-01
Category 0,81,2062-11-02
Category 1,100,2062-11-03
Category 2,74,2062-11-04
Category 3,76,2062-11-05
Category 4,59,2062-11-06
Category 0,70,2062-11-07
Category 1,17,2062-11-08
Category 2,91,2062-11-09
Category 3,92,2062-11-10
Category 4,11,2062-11-11
Category 0,15,2062-11-12
Category 1,71,2062-11-13
Category 2,93,2062-11-14
Category 3,100,2062-11-15
Category 4,38,2062-11-16
Category 0,99,2062-11-17
Category 1,52,2062-11-18
Category 2,88,2062-11-19
Category 3,26,2062-11-20
Category 4,86,2062-11-21
Category 0,28,2062-11-22
Category 1,39,2062-11-23
Category 2,66,2062-11-24
Category 3,12,2062-11-25
Category 4,26,2062-11-26
Category 0,62,2062-11-27
Category 1,83,2062-11-28
Category 2,46,2062-11-29
Category 3,17,2062-11-30
Category 4,48,2062-12-01
Category 0,80,2062-12-02
Category 1,30,2062-12-03
Category 2,58,2062-12-04
Category 3,92,2062-12-05
Category 4,79,2062-12-06
Category 0,70,2062-12-07
Category 1,25,2062-12-08
Category 2,50,2062-12-09
Category 3,35,2062-12-10
Category 4,47,2062-12-11
Category 0,86,2062-12-12
Category 1,29,2062-12-13
Category 2,66,2062-12-14
Category 3,82,2062-12-15
Category 4,78,2062-12-16
Category 0,44,2062-12-17
Category 1,72,2062-12-18
Category 2,99,2062-12-19
Category 3,10,2062-12-20
Category 4,17,2062-12-21
Category 0,81,2062-12-22
Category 1,29,2062-12-23
Category 2,86,2062-12-24
Category 3,18,2062-12-25
Category 4,30,2062-12-26
Category 0,15,2062-12-27
Category 1,75,2062-12-28
Category 2,68,2062-12-29
Category 3,51,2062-12-30
Category 4,15,2062-12-31
Category 0,97,2063-01-01
Category 1,30,2063-01-02
Category 2,76,2063-01-03
Category 3,65,2063-01-04
Category 4,68,2063-01-05
Category 0,61,2063-01-06
Category 1,25,2063-01-07
Category 2,80,2063-01-08
Category 3,45,2063-01-09
Category 4,50,2063-01-10
Category 0,36,2063-01-11
Category 1,22,2063-01-12
Category 2,55,2063-01-13
Category 3,43,2063-01-14
Category 4,45,2063-01-15
Category 0,46,2063-01-16
Category 1,80,2063-01-17
Category 2,27,2063-01-18
Category 3,19,2063-01-19
Category 4,37,2063-01-20
Category 0,62,2063-01-21
Category 1,80,2063-01-22
Category 2,31,2063-01-23
Category 3,32,2063-01-24
Category 4,80,2063-01-25
Category 0,39,2063-01-26
Category 1,44,2063-01-27
Category 2,44,2063-01-28
Category 3,11,2063-01-29
Category 4,43,2063-01-30
Category 0,87,2063-01-31
Category 1,88,2063-02-01
Category 2,76,2063-02-02
Category 3,23,2063-02-03
Category 4,34,2063-02-04
Category 0,70,2063-02-05
Category 1,89,2063-02-06
Category 2,19,2063-02-07
Category 3,33,2063-02-08
Category 4,74,2063-02-09
Category 0,60,2063-02-10
Category 1,49,2063-02-11
Category 2,66,2063-02-12
Category 3,86,2063-02-13
Category 4,65,2063-02-14
Category 0,45,2063-02-15
Category 1,71,2063-02-16
Category 2,46,2063-02-17
Category 3,27,2063-02-18
Category 4,37,2063-02-19
Category 0,63,2063-02-20
Category 1,62,2063-02-21
Category 2,82,2063-02-22
Category 3,65,2063-02-23
Category 4,19,2063-02-24
Category 0,62,2063-02-25
Category 1,90,2063-02-26
Category 2,98,2063-02-27
Category 3,99,2063-02-28
Category 4,46,2063-03-01
Category 0,29,2063-03-02
Category 1,45,2063-03-03
Category 2,11,2063-03-04
Category 3,85,2063-03-05
Category 4,24,2063-03-06
Category 0,72,2063-03-07
Category 1,92,2063-03-08
Category 2,48,2063-03-09
Category 3,18,2063-03-10
Category 4,45,2063-03-11
Category 0,44,2063-03-12
Category 1,69,2063-03-13
Category 2,100,2063-03-14
Category 3,94,2063-03-15
Category 4,76,2063-03-16
Category 0,38,2063-03-17
Category 1,85,2063-03-18
Category 2,64,2063-03-19
Category 3,94,2063-03-20
Category 4,89,2063-03-21
Category 0,97,2063-03-22
Category 1,26,2063-03-23
Category 2,27,2063-03-24
Category 3,52,2063-03-25
Category 4,60,2063-03-26
Category 0,57,2063-03-27
Category 1,20,2063-03-28
Category 2,35,2063-03-29
Category 3,97,2063-03-30
Category 4,37,2063-03-31
Category 0,10,2063-04-01
Category 1,37,2063-04-02
Category 2,34,2063-04-03
Category 3,60,2063-04-04
Category 4,37,2063-04-05
Category 0,69,2063-04-06
Category 1,22,2063-04-07
Category 2,48,2063-04-08
Category 3,68,2063-04-09
Category 4,44,2063-04-10
Category 0,12,2063-04-11
Category 1,74,2063-04-12
Category 2,81,2063-04-13
Category 3,28,2063-04-14
Category 4,11,2063-04-15
Category 0,81,2063-04-16
Category 1,26,2063-04-17
Category 2,45,2063-04-18
Category 3,50,2063-04-19
Category 4,87,2063-04-20
Category 0,55,2063-04-21
Category 1,50,2063-04-22
Category 2,85,2063-04-23
Category 3,66,2063-04-24
Category 4,89,2063-04-25
Category 0,61,2063-04-26
Category 1,92,2063-04-27
Category 2,21,2063-04-28
Category 3,15,2063-04-29
Category 4,93,2063-04-30
Category 0,41,2063-05-01
Category 1,82,2063-05-02
Category 2,76,2063-05-03
Category 3,88,2063-05-04
Category 4,77,2063-05-05
Category 0,93,2063-05-06
Category 1,34,2063-05-07
Category 2,20,2063-05-08
Category 3,55,2063-05-09
Category 4,36,2063-05-10
Category 0,91,2063-05-11
Category 1,68,2063-05-12
Category 2,58,2063-05-13
Category 3,68,2063-05-14
Category 4,34,2063-05-15
Category 0,31,2063-05-16
Category 1,72,2063-05-17
Category 2,95,2063-05-18
Category 3,68,2063-05-19
Category 4,45,2063-05-20
Category 0,68,2063-05-21
Category 1,51,2063-05-22
Category 2,16,2063-05-23
Category 3,88,2063-05-24
Category 4,22,2063-05-25
Category 0,28,2063-05-26
Category 1,86,2063-05-27
Category 2,25,2063-05-28
Category 3,48,2063-05-29
Category 4,35,2063-05-30
Category 0,11,2063-05-31
Category 1,18,2063-06-01
Category 2,41,2063-06-02
Category 3,80,2063-06-03
Category 4,64,2063-06-04
Category 0,42,2063-06-05
Category 1,80,2063-06-06
Category 2,98,2063-06-07
Category 3,41,2063-06-08
Category 4,12,2063-06-09
Category 0,76,2063-06-10
Category 1,84,2063-06-11
Category 2,81,2063-06-12
Category 3,87,2063-06-13
Category 4,100,2063-06-14
Category 0,18,2063-06-15
Category 1,15,2063-06-16
Category 2,99,2063-06-17
Category 3,94,2063-06-18
Category 4,12,2063-06-19
Category 0,49,2063-06-20
Category 1,27,2063-06-21
Category 2,73,2063-06-22
Category 3,29,2063-06-23
Category 4,92,2063-06-24
Category 0,58,2063-06-25
Category 1,47,2063-06-26
Category 2,79,2063-06-27
Category 3,16,2063-06-28
Category 4,95,2063-06-29
Category 0,48,2063-06-30
Category 1,96,2063-07-01
Category 2,97,2063-07-02
Category 3,76,2063-07-03
Category 4,63,2063-07-04
Category 0,97,2063-07-05
Category 1,88,2063-07-06
Category 2,24,2063-07-07
Category 3,25,2063-07-08
Category 4,23,2063-07-09
Category 0,84,2063-07-10
Category 1,21,2063-07-11
Category 2,85,2063-07-12
Category 3,22,2063-07-13
Category 4,98,2063-07-14
Category 0,22,2063-07-15
Category 1,84,2063-07-16
Category 2,58,2063-07-17
Category 3,88,2063-07-18
Category 4,59,2063-07-19
Category 0,52,2063-07-20
Category 1,64,2063-07-21
Category 2,34,2063-07-22
Category 3,90,2063-07-23
Category 4,13,2063-07-24
Category 0,27,2063-07-25
Category 1,54,2063-07-26
Category 2,24,2063-07-27
Category 3,83,2063-07-28
Category 4,97,2063-07-29
Category 0,40,2063-07-30
Category 1,39,2063-07-31
Category 2,67,2063-08-01
Category 3,18,2063-08-02
Category 4,59,2063-08-03
Category 0,59,2063-08-04
Category 1,99,2063-08-05
Category 2,49,2063-08-06
Category 3,46,2063-08-07
Category 4,25,2063-08-08
Category 0,77,2063-08-09
Category 1,98,2063-08-10
Category 2,69,2063-08-11
Category 3,31,2063-08-12
Category 4,84,2063-08-13
Category 0,14,2063-08-14
Category 1,98,2063-08-15
Category 2,12,2063-08-16
Category 3,15,2063-08-17
Category 4,45,2063-08-18
Category 0,68,2063-08-19
Category 1,14,2063-08-20
Category 2,40,2063-08-21
Category 3,24,2063-08-22
Category 4,97,2063-08-23
Category 0,72,2063-08-24
Category 1,19,2063-08-25
Category 2,28,2063-08-26
Category 3,83,2063-08-27
Category 4,12,2063-08-28
Category 0,32,2063-08-29
Category 1,69,2063-08-30
Category 2,99,2063-08-31
Category 3,25,2063-09-01
Category 4,100,2063-09-02
Category 0,60,2063-09-03
Category 1,95,2063-09-04
Category 2,67,2063-09-05
Category 3,39,2063-09-06
Category 4,50,2063-09-07
Category 0,51,2063-09-08
Category 1,23,2063-09-09
Category 2,18,2063-09-10
Category 3,69,2063-09-11
Category 4,59,2063-09-12
Category 0,95,2063-09-13
Category 1,41,2063-09-14
Category 2,54,2063-09-15
Category 3,79,2063-09-16
Category 4,31,2063-09-17
Category 0,16,2063-09-18
Category 1,15,2063-09-19
Category 2,16,2063-09-20
Category 3,29,2063-09-21
Category 4,26,2063-09-22
Category 0,88,2063-09-23
Category 1,19,2063-09-24
Category 2,31,2063-09-25
Category 3,35,2063-09-26
Category 4,47,2063-09-27
Category 0,98,2063-09-28
Category 1,98,2063-09-29
Category 2,79,2063-09-30
Category 3,47,2063-10-01
Category 4,46,2063-10-02
Category 0,80,2063-10-03
Category 1,93,2063-10-04
Category 2,63,2063-10-05
Category 3,10,2063-10-06
Category 4,86,2063-10-07
Category 0,98,2063-10-08
Category 1,82,2063-10-09
Category 2,29,2063-10-10
Category 3,74,2063-10-11
Category 4,30,2063-10-12
Category 0,92,2063-10-13
Category 1,58,2063-10-14
Category 2,53,2063-10-15
Category 3,63,2063-10-16
Category 4,25,2063-10-17
Category 0,31,2063-10-18
Category 1,52,2063-10-19
Category 2,56,2063-10-20
Category 3,25,2063-10-21
Category 4,27,2063-10-22
Category 0,80,2063-10-23
Category 1,91,2063-10-24
Category 2,13,2063-10-25
Category 3,55,2063-10-26
Category 4,79,2063-10-27
Category 0,96,2063-10-28
Category 1,71,2063-10-29
Category 2,45,2063-10-30
Category 3,99,2063-10-31
Category 4,74,2063-11-01
Category 0,91,2063-11-02
Category 1,47,2063-11-03
Category 2,40,2063-11-04
Category 3,63,2063-11-05
Category 4,56,2063-11-06
Category 0,30,2063-11-07
Category 1,29,2063-11-08
Category 2,31,2063-11-09
Category 3,26,2063-11-10
Category 4,13,2063-11-11
Category 0,98,2063-11-12
Category 1,59,2063-11-13
Category 2,45,2063-11-14
Category 3,43,2063-11-15
Category 4,33,2063-11-16
Category 0,25,2063-11-17
Category 1,86,2063-11-18
Category 2,95,2063-11-19
Category 3,72,2063-11-20
Category 4,20,2063-11-21
Category 0,21,2063-11-22
Category 1,83,2063-11-23
Category 2,99,2063-11-24
Category 3,29,2063-11-25
Category 4,22,2063-11-26
Category 0,41,2063-11-27
Category 1,54,2063-11-28
Category 2,46,2063-11-29
Category 3,93,2063-11-30
Category 4,93,2063-12-01
Category 0,89,2063-12-02
Category 1,47,2063-12-03
Category 2,27,2063-12-04
Category 3,99,2063-12-05
Category 4,39,2063-12-06
Category 0,53,2063-12-07
Category 1,88,2063-12-08
Category 2,48,2063-12-09
Category 3,45,2063-12-10
Category 4,11,2063-12-11
Category 0,63,2063-12-12
Category 1,46,2063-12-13
Category 2,35,2063-12-14
Category 3,24,2063-12-15
Category 4,54,2063-12-16
Category 0,42,2063-12-17
Category 1,30,2063-12-18
Category 2,14,2063-12-19
Category 3,56,2063-12-20
Category 4,63,2063-12-21
Category 0,14,2063-12-22
Category 1,10,2063-12-23
Category 2,67,2063-12-24
Category 3,62,2063-12-25
Category 4,86,2063-12-26
Category 0,74,2063-12-27
Category 1,43,2063-12-28
Category 2,12,2063-12-29
Category 3,82,2063-12-30
Category 4,93,2063-12-31
Category 0,76,2064-01-01
Category 1,93,2064-01-02
Category 2,45,2064-01-03
Category 3,90,2064-01-04
Category 4,27,2064-01-05
Category 0,53,2064-01-06
Category 1,89,2064-01-07
Category 2,55,2064-01-08
Category 3,64,2064-01-09
Category 4,85,2064-01-10
Category 0,52,2064-01-11
Category 1,20,2064-01-12
Category 2,48,2064-01-13
Category 3,13,2064-01-14
Category 4,50,2064-01-15
Category 0,85,2064-01-16
Category 1,47,2064-01-17
Category 2,30,2064-01-18
Category 3,57,2064-01-19
Category 4,11,2064-01-20
Category 0,36,2064-01-21
Category 1,13,2064-01-22
Category 2,78,2064-01-23
Category 3,93,2064-01-24
Category 4,72,2064-01-25
Category 0,75,2064-01-26
Category 1,94,2064-01-27
Category 2,32,2064-01-28
Category 3,45,2064-01-29
Category 4,79,2064-01-30
Category 0,30,2064-01-31
Category 1,97,2064-02-01
Category 2,68,2064-02-02
Category 3,91,2064-02-03
Category 4,56,2064-02-04
Category 0,20,2064-02-05
Category 1,86,2064-02-06
Category 2,80,2064-02-07
Category 3,32,2064-02-08
Category 4,25,2064-02-09
Category 0,52,2064-02-10
Category 1,72,2064-02-11
Category 2,99,2064-02-12
Category 3,30,2064-02-13
Category 4,96,2064-02-14
Category 0,95,2064-02-15
Category 1,91,2064-02-16
Category 2,14,2064-02-17
Category 3,32,2064-02-18
Category 4,99,2064-02-19
Category 0,82,2064-02-20
Category 1,92,2064-02-21
Category 2,97,2064-02-22
Category 3,20,2064-02-23
Category 4,10,2064-02-24
Category 0,47,2064-02-25
Category 1,35,2064-02-26
Category 2,97,2064-02-27
Category 3,29,2064-02-28
Category 4,76,2064-02-29
Category 0,97,2064-03-01
Category 1,67,2064-03-02
Category 2,10,2064-03-03
Category 3,78,2064-03-04
Category 4,71,2064-03-05
Category 0,43,2064-03-06
Category 1,45,2064-03-07
Category 2,64,2064-03-08
Category 3,44,2064-03-09
Category 4,31,2064-03-10
Category 0,84,2064-03-11
Category 1,35,2064-03-12
Category 2,64,2064-03-13
Category 3,12,2064-03-14
Category 4,36,2064-03-15
Category 0,77,2064-03-16
Category 1,80,2064-03-17
Category 2,17,2064-03-18
Category 3,14,2064-03-19
Category 4,47,2064-03-20
Category 0,41,2064-03-21
Category 1,77,2064-03-22
Category 2,31,2064-03-23
Category 3,16,2064-03-24
Category 4,53,2064-03-25
Category 0,25,2064-03-26
Category 1,31,2064-03-27
Category 2,63,2064-03-28
Category 3,78,2064-03-29
Category 4,63,2064-03-30
Category 0,28,2064-03-31
Category 1,38,2064-04-01
Category 2,69,2064-04-02
Category 3,36,2064-04-03
Category 4,32,2064-04-04
Category 0,50,2064-04-05
Category 1,40,2064-04-06
Category 2,94,2064-04-07
Category 3,15,2064-04-08
Category 4,77,2064-04-09
Category 0,42,2064-04-10
Category 1,93,2064-04-11
Category 2,94,2064-04-12
Category 3,14,2064-04-13
Category 4,53,2064-04-14
Category 0,67,2064-04-15
Category 1,17,2064-04-16
Category 2,28,2064-04-17
Category 3,48,2064-04-18
Category 4,35,2064-04-19
Category 0,76,2064-04-20
Category 1,80,2064-04-21
Category 2,57,2064-04-22
Category 3,20,2064-04-23
Category 4,96,2064-04-24
Category 0,73,2064-04-25
Category 1,39,2064-04-26
Category 2,91,2064-04-27
Category 3,29,2064-04-28
Category 4,80,2064-04-29
Category 0,58,2064-04-30
Category 1,95,2064-05-01
Category 2,23,2064-05-02
Category 3,61,2064-05-03
Category 4,25,2064-05-04
Category 0,81,2064-05-05
Category 1,26,2064-05-06
Category 2,10,2064-05-07
Category 3,96,2064-05-08
Category 4,13,2064-05-09
Category 0,40,2064-05-10
Category 1,56,2064-05-11
Category 2,64,2064-05-12
Category 3,98,2064-05-13
Category 4,35,2064-05-14
Category 0,41,2064-05-15
Category 1,96,2064-05-16
Category 2,29,2064-05-17
Category 3,74,2064-05-18
Category 4,69,2064-05-19
Category 0,21,2064-05-20
Category 1,92,2064-05-21
Category 2,100,2064-05-22
Category 3,50,2064-05-23
Category 4,78,2064-05-24
Category 0,46,2064-05-25
Category 1,75,2064-05-26
Category 2,69,2064-05-27
Category 3,67,2064-05-28
Category 4,68,2064-05-29
Category 0,91,2064-05-30
Category 1,87,2064-05-31
Category 2,46,2064-06-01
Category 3,11,2064-06-02
Category 4,56,2064-06-03
Category 0,62,2064-06-04
Category 1,79,2064-06-05
Category 2,68,2064-06-06
Category 3,16,2064-06-07
Category 4,88,2064-06-08
Category 0,15,2064-06-09
Category 1,79,2064-06-10
Category 2,52,2064-06-11
Category 3,74,2064-06-12
Category 4,49,2064-06-13
Category 0,98,2064-06-14
Category 1,56,2064-06-15
Category 2,88,2064-06-16
Category 3,30,2064-06-17
Category 4,36,2064-06-18
Category 0,71,2064-06-19
Category 1,89,2064-06-20
Category 2,28,2064-06-21
Category 3,85,2064-06-22
Category 4,51,2064-06-23
Category 0,14,2064-06-24
Category 1,93,2064-06-25
Category 2,79,2064-06-26
Category 3,55,2064-06-27
Category 4,46,2064-06-28
Category 0,96,2064-06-29
Category 1,53,2064-06-30
Category 2,34,2064-07-01
Category 3,48,2064-07-02
Category 4,22,2064-07-03
Category 0,12,2064-07-04
Category 1,84,2064-07-05
Category 2,54,2064-07-06
Category 3,54,2064-07-07
Category 4,31,2064-07-08
Category 0,59,2064-07-09
Category 1,25,2064-07-10
Category 2,22,2064-07-11
Category 3,55,2064-07-12
Category 4,77,2064-07-13
Category 0,34,2064-07-14
Category 1,43,2064-07-15
Category 2,49,2064-07-16
Category 3,75,2064-07-17
Category 4,28,2064-07-18
Category 0,48,2064-07-19
Category 1,68,2064-07-20
Category 2,44,2064-07-21
Category 3,61,2064-07-22
Category 4,14,2064-07-23
Category 0,39,2064-07-24
Category 1,66,2064-07-25
Category 2,68,2064-07-26
Category 3,77,2064-07-27
